,"Voucher_x000D_
Date",Branch,Sett#,"Entry_x000D_
Details","Amount_x000D_
Debit","Amount_x000D_
Credit","Running_x000D_
Balance",DrCr,column_8
426,07-Aug-2023,HO  ,24586V,Obligation For: 2324586V [Equities] Trade Date,384514.06,0.0,2009852.5900000003,Cr,
427,,,,04/08/23,,,,,
428,,,,,,,,, 
429,08-Aug-2023,    ,23008F,NSE-F&O Obligation for 08/08/23,0.0,10931.01,2020783.6000000003,Cr,
430,,,,,,,,, 
431,08-Aug-2023,HO  ,24587M,Obligation For: 2324587M [Equities] Trade Date,0.0,24152.7,2044936.3000000003,Cr,
432,,,,07/08/23,,,,,
433,,,,,,,,, 
434,09-Aug-2023,HO  ,24588M,Obligation For: 2324588M [Equities] Trade Date,270605.9,0.0,1774330.4000000004,Cr,
435,,,,08/08/23,,,,,
436,,,,,,,,, 
437,10-Aug-2023,HO  ,24589M,Obligation For: 2324589M [Equities] Trade Date,0.0,28756.4,1803086.8000000003,Cr,
438,,,,09/08/23,,,,,
439,,,,,,,,, 
440,11-Aug-2023,    ,23008F,NSE-F&O Obligation for 11/08/23,0.0,10428.48,1813515.2800000003,Cr,
441,,,,,,,,, 
442,14-Aug-2023,    ,23008F,NSE-F&O Obligation for 14/08/23,0.0,7995.44,1821510.7200000002,Cr,
443,,,,,,,,, 
444,14-Aug-2023,HO  ,24591M,Obligation For: 2324591M [Equities] Trade Date,0.0,272615.77,2094126.4900000002,Cr,
445,,,,11/08/23,,,,,
446,,,,,,,,, 
447,17-Aug-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,200000.0,2294126.49,Cr,
448,,,,Of Client,,,,,
449,,,,,,,,, 
450,17-Aug-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,200000.0,0.0,2094126.4900000002,Cr,
451,,,,Of Client,,,,,
452,,,,,,,,, 
453,17-Aug-2023,    ,23008F,NSE-F&O Obligation for 16/08/23,0.0,8437.42,2102563.91,Cr,
454,,,,,,,,, 
455,17-Aug-2023,    ,23008F,NSE-F&O Obligation for 17/08/23,0.0,7501.48,2110065.39,Cr,
456,,,,,,,,, 
457,17-Aug-2023,HO  ,24592M,Obligation For: 2324592M [Equities] Trade Date,383541.73,0.0,1726523.6600000001,Cr,
458,,,,14/08/23,,,,,
459,,,,,,,,, 
460,17-Aug-2023,HO  ,24593M,Obligation For: 2324593M [Equities] Trade Date,0.0,132125.92,1858649.58,Cr,
461,,,,16/08/23,,,,,
462,,,,,,,,, 
463,18-Aug-2023,    ,23008F,NSE-F&O Obligation for 18/08/23,0.0,21784.97,1880434.55,Cr,
464,,,,,,,,, 
465,18-Aug-2023,HO  ,24594M,Obligation For: 2324594M [Equities] Trade Date,0.0,789707.95,2670142.5,Cr,
466,,,,17/08/23,,,,,
467,,,,,,,,, 
468,18-Aug-2023,HO  ,24594V,Obligation For: 2324594V [Equities] Trade Date,81794.74,0.0,2588347.76,Cr,
469,,,,17/08/23,,,,,
470,,,,,,,,, 
471,21-Aug-2023,    ,23008F,NSE-F&O Obligation for 21/08/23,0.0,10137.43,2598485.19,Cr,
472,,,,,,,,, 
473,21-Aug-2023,HO  ,24595M,Obligation For: 2324595M [Equities] Trade Date,0.0,74777.08,2673262.27,Cr,
474,,,,18/08/23,,,,,
475,,,,,,,,, 
476,22-Aug-2023,    ,23008F,NSE-F&O Obligation for 22/08/23,0.0,6820.02,2680082.29,Cr,
477,,,,,,,,, 
478,23-Aug-2023,    ,23008F,NSE-F&O Obligation for 23/08/23,86835.29,0.0,2593247.0,Cr,
479,,,,,,,,, 
480,24-Aug-2023,HO  ,24598M,Obligation For: 2324598M [Equities] Trade Date,130546.31,0.0,2462700.69,Cr,
481,,,,23/08/23,,,,,
482,,,,,,,,, 
483,25-Aug-2023,    ,23008F,NSE-F&O Obligation for 25/08/23,19914.34,0.0,2442786.35,Cr,
484,,,,,,,,, 
485,25-Aug-2023,HO  ,24599M,Obligation For: 2324599M [Equities] Trade Date,134292.09,0.0,2308494.2600000002,Cr,
486,,,,24/08/23,,,,,
487,,,,,,,,, 
488,28-Aug-2023,    ,23008F,NSE-F&O Obligation for 28/08/23,0.0,21838.5,2330332.7600000002,Cr,
489,,,,,,,,, 
490,28-Aug-2023,HO  ,24600M,Obligation For: 2324600M [Equities] Trade Date,0.0,529716.77,2860049.5300000003,Cr,
491,,,,25/08/23,,,,,
492,,,,,,,,, 
493,28-Aug-2023,HO  ,24600V,Obligation For: 2324600V [Equities] Trade Date,571265.35,0.0,2288784.18,Cr,
494,,,,25/08/23,,,,,
495,,,,,,,,, 
496,29-Aug-2023,    ,23008F,NSE-F&O Obligation for 29/08/23,0.0,18090.92,2306875.1,Cr,
497,,,,,,,,, 
498,30-Aug-2023,    ,23008F,NSE-F&O Obligation for 30/08/23,9603.1,0.0,2297272.0,Cr,
499,,,,,,,,, 
500,31-Aug-2023,    ,23008F,NSE-F&O Obligation for 31/08/23,70265.6700000002,0.0,2227006.3299999996,Cr,
501,,,,,,,,, 
502,01-Sep-2023,    ,23009F,NSE-F&O Obligation for 01/09/23,17777.05,0.0,2209229.28,Cr,
503,,,,,,,,, 
504,01-Sep-2023,HO  ,24604M,Obligation For: 2324604M [Equities] Trade Date,134045.46,0.0,2075183.8199999998,Cr,
505,,,,31/08/23,,,,,
506,,,,,,,,, 
507,04-Sep-2023,    ,23009F,NSE-F&O Obligation for 04/09/23,0.0,1102.15,2076285.9699999997,Cr,
508,,,,,,,,, 
509,04-Sep-2023,HO  ,24605M,Obligation For: 2324605M [Equities] Trade Date,131018.95,0.0,1945267.0199999998,Cr,
510,,,,01/09/23,,,,,
511,,,,,,,,, 
512,07-Sep-2023,    ,23009F,NSE-F&O Obligation for 07/09/23,20133.35,0.0,1925133.6699999997,Cr,
513,,,,,,,,, 
514,08-Sep-2023,    ,23009F,NSE-F&O Obligation for 08/09/23,0.0,9915.04,1935048.7099999997,Cr,
515,,,,,,,,, 
516,08-Sep-2023,HO  ,24609M,Obligation For: 2324609M [Equities] Trade Date,0.0,163850.06,2098898.7699999996,Cr,
517,,,,07/09/23,,,,,
518,,,,,,,,, 
519,11-Sep-2023,    ,23009F,NSE-F&O Obligation for 11/09/23,0.0,8890.67,2107789.4399999995,Cr,
520,,,,,,,,, 
521,11-Sep-2023,HO  ,24610M,Obligation For: 2324610M [Equities] Trade Date,0.0,11175.93,2118965.3699999996,Cr,
522,,,,08/09/23,,,,,
523,,,,,,,,, 
524,12-Sep-2023,    ,23009F,NSE-F&O Obligation for 12/09/23,12137.24,0.0,2106828.1299999994,Cr,
525,,,,,,,,, 
526,12-Sep-2023,HO  ,24611M,Obligation For: 2324611M [Equities] Trade Date,264527.25,0.0,1842300.8799999994,Cr,
527,,,,11/09/23,,,,,
528,,,,,,,,, 
529,12-Sep-2023,HO  ,24611V,Obligation For: 2324611V [Equities] Trade Date,136023.3,0.0,1706277.5799999994,Cr,
530,,,,11/09/23,,,,,
531,,,,,,,,, 
532,13-Sep-2023,    ,23009F,NSE-F&O Obligation for 13/09/23,0.0,3915.14,1710192.7199999993,Cr,
533,,,,,,,,, 
534,13-Sep-2023,HO  ,23088O,Obligation For: 2023088O [BSE] Trade Date 12/09/23,40.87,0.0,1710151.8499999992,Cr,
535,,,,,,,,, 
536,13-Sep-2023,HO  ,23090O,Obligation For: 2023090O [BSE] Trade Date 12/09/23,111.33,0.0,1710040.519999999,Cr,
537,,,,,,,,, 
538,14-Sep-2023,    ,23009F,NSE-F&O Obligation for 14/09/23,0.0,18986.06,1729026.5799999991,Cr,
539,,,,,,,,, 
540,15-Sep-2023,    ,23009F,NSE-F&O Obligation for 15/09/23,0.0,9650.44,1738677.019999999,Cr,
541,,,,,,,,, 
542,18-Sep-2023,    ,23009F,NSE-F&O Obligation for 18/09/23,0.0,5254.82,1743931.8399999992,Cr,
543,,,,,,,,, 
544,18-Sep-2023,HO  ,24615M,Obligation For: 2324615M [Equities] Trade Date,124148.74,0.0,1619783.0999999992,Cr,
545,,,,15/09/23,,,,,
546,,,,,,,,, 
547,20-Sep-2023,    ,23009F,NSE-F&O Obligation for 20/09/23,96170.79,0.0,1523612.3099999991,Cr,
548,,,,,,,,, 
549,20-Sep-2023,HO  ,24616M,Obligation For: 2324616M [Equities] Trade Date,0.0,53794.9,1577407.209999999,Cr,
550,,,,18/09/23,,,,,
551,,,,,,,,, 
552,21-Sep-2023,    ,23009F,NSE-F&O Obligation for 21/09/23,0.0,18670.22,1596077.429999999,Cr,
553,,,,,,,,, 
554,22-Sep-2023,    ,23009F,NSE-F&O Obligation for 22/09/23,0.0,18502.96,1614580.389999999,Cr,
555,,,,,,,,, 
556,22-Sep-2023,HO  ,24019T,Obligation For: 2324019T [Equities] Trade Date,243931.36,0.0,1370649.0299999989,Cr,
557,,,,21/09/23,,,,,
558,,,,,,,,, 
559,22-Sep-2023,HO  ,24618M,Obligation For: 2324618M [Equities] Trade Date,0.0,194562.16,1565211.1899999988,Cr,
560,,,,21/09/23,,,,,
561,,,,,,,,, 
562,25-Sep-2023,    ,23009F,NSE-F&O Obligation for 25/09/23,0.0,15378.74,1580589.9299999988,Cr,
563,,,,,,,,, 
564,25-Sep-2023,HO  ,24619M,Obligation For: 2324619M [Equities] Trade Date,0.0,189999.73,1770589.6599999988,Cr,
565,,,,22/09/23,,,,,
566,,,,,,,,, 
567,26-Sep-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,300000.0,2070589.6599999988,Cr,
568,,,,Of Client,,,,,
569,,,,,,,,, 
570,26-Sep-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,300000.0,0.0,1770589.6599999988,Cr,
571,,,,Of Client,,,,,
572,,,,,,,,, 
573,26-Sep-2023,    ,23009F,NSE-F&O Obligation for 26/09/23,0.0,10019.25,1780608.9099999988,Cr,
574,,,,,,,,, 
575,26-Sep-2023,HO  ,24620M,Obligation For: 2324620M [Equities] Trade Date,0.0,275167.0,2055775.9099999988,Cr,
576,,,,25/09/23,,,,,
577,,,,,,,,, 
578,27-Sep-2023,    ,23009F,NSE-F&O Obligation for 27/09/23,0.0,9142.67,2064918.5799999987,Cr,
579,,,,,,,,, 
580,27-Sep-2023,HO  ,24621M,Obligation For: 2324621M [Equities] Trade Date,0.0,136921.95,2201840.529999999,Cr,
581,,,,26/09/23,,,,,
582,,,,,,,,, 
583,28-Sep-2023,HO  ,24622M,Obligation For: 2324622M [Equities] Trade Date,133391.26,0.0,2068449.2699999989,Cr,
584,,,,27/09/23,,,,,
585,,,,,,,,, 
586,02-Oct-2023,    ,23010F,NSE-F&O Obligation for 29/09/23,0.0,13195.29,2081644.559999999,Cr,
587,,,,,,,,, 
588,03-Oct-2023,    ,23010F,NSE-F&O Obligation for 03/10/23,0.0,4594.53,2086239.089999999,Cr,
589,,,,,,,,, 
590,03-Oct-2023,HO  ,24624M,Obligation For: 2324624M [Equities] Trade Date,0.0,257290.36,2343529.449999999,Cr,
591,,,,29/09/23,,,,,
592,,,,,,,,, 
593,05-Oct-2023,    ,23010F,NSE-F&O Obligation for 05/10/23,0.0,22439.5,2365968.949999999,Cr,
594,,,,,,,,, 
595,05-Oct-2023,HO  ,24626M,Obligation For: 2324626M [Equities] Trade Date,0.0,67648.58,2433617.529999999,Cr,
596,,,,04/10/23,,,,,
597,,,,,,,,, 
598,06-Oct-2023,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,688349.41,3121966.939999999,Cr,
599,,,,Of Client,,,,,
600,,,,,,,,, 
601,06-Oct-2023,HO  ,,AXIS BANK LTD-DSCNBA A/C                ,1950000.0,0.0,1171966.939999999,Cr,
602,,,,BEING AMOUNT PAID TOWARDS RUNNING A/C SETTLEMENT,,,,,
603,,,,,,,,, 
604,06-Oct-2023,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,688349.41,0.0,483617.529999999,Cr,
605,,,,Of Client,,,,,
606,,,,,,,,, 
607,06-Oct-2023,    ,23010F,NSE-F&O Obligation for 06/10/23,0.0,7564.34,491181.869999999,Cr,
608,,,,,,,,, 
609,09-Oct-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,100000.0,591181.869999999,Cr,
610,,,,Of Client,,,,,
611,,,,,,,,, 
612,09-Oct-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,100000.0,0.0,491181.86999999895,Cr,
613,,,,Of Client,,,,,
614,,,,,,,,, 
615,09-Oct-2023,HO  ,24628M,Obligation For: 2324628M [Equities] Trade Date,0.0,165475.81,656657.679999999,Cr,
616,,,,06/10/23,,,,,
617,,,,,,,,, 
618,10-Oct-2023,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,1950000.0,2606657.679999999,Cr,
619,,,,Cheque# :RTGS dated 10/10/23,,,,,
620,,,,RTGS/IDIBR52023101035679595/KEYNOTE FINANCIAL SERV,,,,,
621,,,,Bank# :INDIAN BANK,,,,,
622,,,,A/c # :416199990,,,,,
623,,,,,,,,, 
624,10-Oct-2023,    ,23010F,NSE-F&O Obligation for 10/10/23,4788.19,0.0,2601869.489999999,Cr,
625,,,,,,,,, 
626,10-Oct-2023,HO  ,24629M,Obligation For: 2324629M [Equities] Trade Date,0.0,47575.64,2649445.129999999,Cr,
627,,,,09/10/23,,,,,
628,,,,,,,,, 
629,11-Oct-2023,    ,23010F,NSE-F&O Obligation for 11/10/23,12291.0000000002,0.0,2637154.129999999,Cr,
630,,,,,,,,, 
631,12-Oct-2023,    ,23010F,NSE-F&O Obligation for 12/10/23,0.0,24242.05,2661396.179999999,Cr,
632,,,,,,,,, 
633,12-Oct-2023,HO  ,24631M,Obligation For: 2324631M [Equities] Trade Date,0.0,25475.69,2686871.8699999987,Cr,
634,,,,11/10/23,,,,,
635,,,,,,,,, 
636,13-Oct-2023,    ,23010F,NSE-F&O Obligation for 13/10/23,0.0,10563.42,2697435.2899999986,Cr,
637,,,,,,,,, 
638,13-Oct-2023,HO  ,24632M,Obligation For: 2324632M [Equities] Trade Date,0.0,150044.29,2847479.5799999987,Cr,
639,,,,12/10/23,,,,,
640,,,,,,,,, 
641,16-Oct-2023,    ,23010F,NSE-F&O Obligation for 16/10/23,0.0,8403.53,2855883.1099999985,Cr,
642,,,,,,,,, 
643,16-Oct-2023,HO  ,24633M,Obligation For: 2324633M [Equities] Trade Date,0.0,140963.95,2996847.0599999987,Cr,
644,,,,13/10/23,,,,,
645,,,,,,,,, 
646,17-Oct-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,500000.0,3496847.0599999987,Cr,
647,,,,Of Client,,,,,
648,,,,,,,,, 
649,17-Oct-2023,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,500000.0,0.0,2996847.0599999987,Cr,
650,,,,Of Client,,,,,
651,,,,,,,,, 
652,17-Oct-2023,    ,23010F,NSE-F&O Obligation for 17/10/23,0.0,4775.59,3001622.6499999985,Cr,
653,,,,,,,,, 
654,17-Oct-2023,HO  ,24634M,Obligation For: 2324634M [Equities] Trade Date,0.0,132341.93,3133964.5799999987,Cr,
655,,,,16/10/23,,,,,
656,,,,,,,,, 
657,18-Oct-2023,HO  ,24635M,Obligation For: 2324635M [Equities] Trade Date,0.0,196092.57,3330057.1499999985,Cr,
658,,,,17/10/23,,,,,
659,,,,,,,,, 
660,19-Oct-2023,    ,23010F,NSE-F&O Obligation for 19/10/23,0.0,28785.64,3358842.7899999986,Cr,
661,,,,,,,,, 
662,19-Oct-2023,HO  ,24021T,Obligation For: 2324021T [Equities] Trade Date,901123.4,0.0,2457719.3899999987,Cr,
663,,,,18/10/23,,,,,
664,,,,,,,,, 
665,20-Oct-2023,    ,23010F,NSE-F&O Obligation for 20/10/23,0.0,14621.14,2472340.529999999,Cr,
666,,,,,,,,, 
667,23-Oct-2023,    ,23010F,NSE-F&O Obligation for 23/10/23,0.0,9536.03,2481876.5599999987,Cr,
668,,,,,,,,, 
669,25-Oct-2023,    ,23010F,NSE-F&O Obligation for 25/10/23,0.0,6540.21,2488416.7699999986,Cr,
670,,,,,,,,, 
671,25-Oct-2023,HO  ,24639M,Obligation For: 2324639M [Equities] Trade Date,0.0,261876.66,2750293.429999999,Cr,
672,,,,23/10/23,,,,,
673,,,,,,,,, 
674,26-Oct-2023,HO  ,24640M,Obligation For: 2324640M [Equities] Trade Date,0.0,1022141.52,3772434.949999999,Cr,
675,,,,25/10/23,,,,,
676,,,,,,,,, 
677,27-Oct-2023,    ,23011F,NSE-F&O Obligation for 27/10/23,0.0,11800.7,3784235.649999999,Cr,
678,,,,,,,,, 
679,30-Oct-2023,    ,23011F,NSE-F&O Obligation for 30/10/23,31992.86,0.0,3752242.789999999,Cr,
680,,,,,,,,, 
681,30-Oct-2023,HO  ,24642M,Obligation For: 2324642M [Equities] Trade Date,412739.97,0.0,3339502.8199999994,Cr,
682,,,,27/10/23,,,,,
683,,,,,,,,, 
684,31-Oct-2023,    ,23011F,NSE-F&O Obligation for 31/10/23,0.0,5869.03,3345371.849999999,Cr,
685,,,,,,,,, 
686,31-Oct-2023,HO  ,24643M,Obligation For: 2324643M [Equities] Trade Date,141781.16,0.0,3203590.689999999,Cr,
687,,,,30/10/23,,,,,
688,,,,,,,,, 
689,01-Nov-2023,HO  ,24644M,Obligation For: 2324644M [Equities] Trade Date,421621.56,0.0,2781969.129999999,Cr,
690,,,,31/10/23,,,,,
691,,,,,,,,, 
692,02-Nov-2023,    ,23011F,NSE-F&O Obligation for 02/11/23,0.0,40858.47,2822827.599999999,Cr,
693,,,,,,,,, 
694,03-Nov-2023,    ,23011F,NSE-F&O Obligation for 03/11/23,0.0,12386.93,2835214.5299999993,Cr,
695,,,,,,,,, 
696,03-Nov-2023,HO  ,24646M,Obligation For: 2324646M [Equities] Trade Date,411895.99,0.0,2423318.539999999,Cr,
697,,,,02/11/23,,,,,
698,,,,,,,,, 
699,06-Nov-2023,    ,23011F,NSE-F&O Obligation for 06/11/23,0.0,9413.5,2432732.039999999,Cr,
700,,,,,,,,, 
701,07-Nov-2023,    ,23011F,NSE-F&O Obligation for 07/11/23,0.0,11499.58,2444231.619999999,Cr,
702,,,,,,,,, 
703,07-Nov-2023,HO  ,24648M,Obligation For: 2324648M [Equities] Trade Date,414525.12,0.0,2029706.499999999,Cr,
704,,,,06/11/23,,,,,
705,,,,,,,,, 
706,08-Nov-2023,    ,23011F,NSE-F&O Obligation for 08/11/23,68820.7500000002,0.0,1960885.7499999988,Cr,
707,,,,,,,,, 
708,08-Nov-2023,HO  ,24649M,Obligation For: 2324649M [Equities] Trade Date,0.0,593066.79,2553952.539999999,Cr,
709,,,,07/11/23,,,,,
710,,,,,,,,, 
711,09-Nov-2023,    ,23011F,NSE-F&O Obligation for 09/11/23,0.0,22643.09,2576595.629999999,Cr,
712,,,,,,,,, 
713,10-Nov-2023,    ,23011F,NSE-F&O Obligation for 10/11/23,0.0,9884.85,2586480.479999999,Cr,
714,,,,,,,,, 
715,13-Nov-2023,    ,23011F,NSE-F&O Obligation for 12/11/23,0.0,12948.23,2599428.709999999,Cr,
716,,,,,,,,, 
717,13-Nov-2023,    ,23011F,NSE-F&O Obligation for 13/11/23,0.0,11136.43,2610565.139999999,Cr,
718,,,,,,,,, 
719,13-Nov-2023,HO  ,24652M,Obligation For: 2324652M [Equities] Trade Date,0.0,2098.57,2612663.709999999,Cr,
720,,,,10/11/23,,,,,
721,,,,,,,,, 
722,15-Nov-2023,HO  ,24654M,Obligation For: 2324654M [Equities] Trade Date,0.0,425552.19,3038215.899999999,Cr,
723,,,,13/11/23,,,,,
724,,,,,,,,, 
725,16-Nov-2023,    ,23011F,NSE-F&O Obligation for 16/11/23,0.0,22512.69,3060728.589999999,Cr,
726,,,,,,,,, 
727,16-Nov-2023,HO  ,24655M,Obligation For: 2324655M [Equities] Trade Date,0.0,213927.35,3274655.939999999,Cr,
728,,,,15/11/23,,,,,
729,,,,,,,,, 
730,17-Nov-2023,    ,23011F,NSE-F&O Obligation for 17/11/23,41847.32,0.0,3232808.619999999,Cr,
731,,,,,,,,, 
732,17-Nov-2023,HO  ,24656M,Obligation For: 2324656M [Equities] Trade Date,0.0,214453.68,3447262.2999999993,Cr,
733,,,,16/11/23,,,,,
734,,,,,,,,, 
735,20-Nov-2023,    ,23011F,NSE-F&O Obligation for 20/11/23,0.0,19414.07,3466676.369999999,Cr,
736,,,,,,,,, 
737,21-Nov-2023,    ,23011F,NSE-F&O Obligation for 21/11/23,10785.21,0.0,3455891.159999999,Cr,
738,,,,,,,,, 
739,21-Nov-2023,HO  ,24658M,Obligation For: 2324658M [Equities] Trade Date,0.0,483771.27,3939662.4299999992,Cr,
740,,,,20/11/23,,,,,
741,,,,,,,,, 
742,22-Nov-2023,HO  ,24659M,Obligation For: 2324659M [Equities] Trade Date,1320495.88,0.0,2619166.5499999993,Cr,
743,,,,21/11/23,,,,,
744,,,,,,,,, 
745,23-Nov-2023,    ,23011F,NSE-F&O Obligation for 23/11/23,0.0,16880.85,2636047.3999999994,Cr,
746,,,,,,,,, 
747,24-Nov-2023,    ,23011F,NSE-F&O Obligation for 24/11/23,0.0,10589.22,2646636.6199999996,Cr,
748,,,,,,,,, 
749,28-Nov-2023,    ,23011F,NSE-F&O Obligation for 28/11/23,0.0,14072.14,2660708.76,Cr,
750,,,,,,,,, 
751,29-Nov-2023,    ,23011F,NSE-F&O Obligation for 29/11/23,0.0,6495.54,2667204.3,Cr,
752,,,,,,,,, 
753,01-Dec-2023,    ,23012F,NSE-F&O Obligation for 01/12/23,0.0,10485.58,2677689.88,Cr,
754,,,,,,,,, 
755,01-Dec-2023,HO  ,24665M,Obligation For: 2324665M [Equities] Trade Date,0.0,987707.2,3665397.08,Cr,
756,,,,30/11/23,,,,,
757,,,,,,,,, 
758,04-Dec-2023,    ,23012F,NSE-F&O Obligation for 04/12/23,0.0,23695.7,3689092.7800000003,Cr,
759,,,,,,,,, 
760,05-Dec-2023,    ,23012F,NSE-F&O Obligation for 05/12/23,0.0,28685.69,3717778.47,Cr,
761,,,,,,,,, 
762,05-Dec-2023,HO  ,24667M,Obligation For: 2324667M [Equities] Trade Date,0.0,45010.8,3762789.27,Cr,
763,,,,04/12/23,,,,,
764,,,,,,,,, 
765,06-Dec-2023,HO  ,24668M,Obligation For: 2324668M [Equities] Trade Date,434293.83,0.0,3328495.44,Cr,
766,,,,05/12/23,,,,,
767,,,,,,,,, 
768,07-Dec-2023,    ,23012F,NSE-F&O Obligation for 07/12/23,0.0,39659.48,3368154.92,Cr,
769,,,,,,,,, 
770,07-Dec-2023,HO  ,24669M,Obligation For: 2324669M [Equities] Trade Date,0.0,102393.98,3470548.9,Cr,
771,,,,06/12/23,,,,,
772,,,,,,,,, 
773,08-Dec-2023,    ,23012F,NSE-F&O Obligation for 08/12/23,0.0,17678.65,3488227.55,Cr,
774,,,,,,,,, 
775,08-Dec-2023,HO  ,24670M,Obligation For: 2324670M [Equities] Trade Date,0.0,141506.81,3629734.36,Cr,
776,,,,07/12/23,,,,,
777,,,,,,,,, 
778,11-Dec-2023,    ,23012F,NSE-F&O Obligation for 11/12/23,0.0,12900.36,3642634.7199999997,Cr,
779,,,,,,,,, 
780,11-Dec-2023,HO  ,24671M,Obligation For: 2324671M [Equities] Trade Date,217009.51,0.0,3425625.21,Cr,
781,,,,08/12/23,,,,,
782,,,,,,,,, 
783,12-Dec-2023,    ,23012F,NSE-F&O Obligation for 12/12/23,0.0,11802.23,3437427.44,Cr,
784,,,,,,,,, 
785,12-Dec-2023,HO  ,24672M,Obligation For: 2324672M [Equities] Trade Date,21768.51,0.0,3415658.93,Cr,
786,,,,11/12/23,,,,,
787,,,,,,,,, 
788,13-Dec-2023,    ,23012F,NSE-F&O Obligation for 13/12/23,0.0,8759.5899999998,3424418.52,Cr,
789,,,,,,,,, 
790,13-Dec-2023,HO  ,24673M,Obligation For: 2324673M [Equities] Trade Date,0.0,113424.49,3537843.0100000002,Cr,
791,,,,12/12/23,,,,,
792,,,,,,,,, 
793,14-Dec-2023,    ,23012F,NSE-F&O Obligation for 14/12/23,0.0,20028.16,3557871.1700000004,Cr,
794,,,,,,,,, 
795,15-Dec-2023,    ,23012F,NSE-F&O Obligation for 15/12/23,0.0,16344.56,3574215.7300000004,Cr,
796,,,,,,,,, 
797,18-Dec-2023,    ,23012F,NSE-F&O Obligation for 18/12/23,0.0,23867.47,3598083.2000000007,Cr,
798,,,,,,,,, 
799,19-Dec-2023,    ,23012F,NSE-F&O Obligation for 19/12/23,0.0,19662.04,3617745.2400000007,Cr,
800,,,,,,,,, 
801,20-Dec-2023,    ,23012F,NSE-F&O Obligation for 20/12/23,89719.4900000006,0.0,3528025.75,Cr,
802,,,,,,,,, 
803,20-Dec-2023,HO  ,24678M,Obligation For: 2324678M [Equities] Trade Date,127043.16,0.0,3400982.59,Cr,
804,,,,19/12/23,,,,,
805,,,,,,,,, 
806,21-Dec-2023,HO  ,,AXIS BANK LTD-DSCNBA A/C                ,1000000.0,0.0,2400982.59,Cr,
807,,,,Cheque# :RTGS dated 21/12/23,,,,,
808,,,,BEING FUNDS PAY OUT VIA,,,,,
809,,,,BRN-RTGS-UTIBH23355087373-KEYNOTE FINANCIAL,,,,,
810,,,,SERVI-INDIAN BANK-,,,,,
811,,,,,,,,, 
812,21-Dec-2023,    ,23012F,NSE-F&O Obligation for 21/12/23,0.0,43637.06,2444619.65,Cr,
813,,,,,,,,, 
814,22-Dec-2023,    ,23012F,NSE-F&O Obligation for 22/12/23,0.0,23122.88,2467742.53,Cr,
815,,,,,,,,, 
816,22-Dec-2023,HO  ,24680M,Obligation For: 2324680M [Equities] Trade Date,115227.03,0.0,2352515.5,Cr,
817,,,,21/12/23,,,,,
818,,,,,,,,, 
819,26-Dec-2023,    ,23012F,NSE-F&O Obligation for 26/12/23,0.0,21885.72,2374401.22,Cr,
820,,,,,,,,, 
821,27-Dec-2023,    ,23012F,NSE-F&O Obligation for 27/12/23,0.0,9354.26,2383755.48,Cr,
822,,,,,,,,, 
823,27-Dec-2023,HO  ,24682M,Obligation For: 2324682M [Equities] Trade Date,207441.21,0.0,2176314.27,Cr,
824,,,,26/12/23,,,,,
825,,,,,,,,, 
826,27-Dec-2023,HO  ,24682V,Obligation For: 2324682V [Equities] Trade Date,0.0,153412.52,2329726.79,Cr,
827,,,,26/12/23,,,,,
828,,,,,,,,, 
829,28-Dec-2023,    ,23012F,NSE-F&O Obligation for 28/12/23,0.0,7127.99,2336854.7800000003,Cr,
830,,,,,,,,, 
831,28-Dec-2023,HO  ,24683M,Obligation For: 2324683M [Equities] Trade Date,130459.9,0.0,2206394.8800000004,Cr,
832,,,,27/12/23,,,,,
833,,,,,,,,, 
834,29-Dec-2023,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,1000000.0,3206394.8800000004,Cr,
835,,,,Cheque# :RTGS dated 29/12/23,,,,,
836,,,,RTGS/IDIBR52023122936851689/KEYNOTE FINANCIAL,,,,,
837,,,,SERV/INDIAN BANK///URGENT //..,,,,,
838,,,,Bank# :INDIAN BANK,,,,,
839,,,,A/c # :416199990,,,,,
840,,,,,,,,, 
841,29-Dec-2023,    ,24001F,NSE-F&O Obligation for 29/12/23,0.0,28670.69,3235065.5700000003,Cr,
842,,,,,,,,, 
843,29-Dec-2023,HO  ,24684M,Obligation For: 2324684M [Equities] Trade Date,217091.13,0.0,3017974.4400000004,Cr,
844,,,,28/12/23,,,,,
845,,,,,,,,, 
846,01-Jan-2024,    ,24001F,NSE-F&O Obligation for 01/01/24,0.0,18429.22,3036403.6600000006,Cr,
847,,,,,,,,, 
848,02-Jan-2024,    ,24001F,NSE-F&O Obligation for 02/01/24,15575.85,0.0,3020827.8100000005,Cr,
